"","gene","chr","start","end","clade","avg_count","baseMean","log2FoldChange","padj","family","genome","id"
"32","AluSq2","chr13",49829339,49829675,"SINE",1.9585202362939,1533.94103669503,1.75234173616474,0.00167129055549057,"Alu","hg38","AluSq2_range=chr13:49829339-49829675"
"33","AluSq2","chr4",49273546,49273752,"SINE",230.837199956232,1533.94103669503,1.75234173616474,0.00167129055549057,"Alu","hg38","AluSq2_range=chr4:49273546-49273752"
"34","AluSx","chr16",30522678,30522968,"SINE",1.79980582652417,2567.70237626431,1.15432608296026,0.0344203941717112,"Alu","hg38","AluSx_range=chr16:30522678-30522968"
"35","AluSx","chr7",74912759,74913094,"SINE",4.40598346905807,2567.70237626431,1.15432608296026,0.0344203941717112,"Alu","hg38","AluSx_range=chr7:74912759-74913094"
"36","AluSx","chr9",127777978,127778290,"SINE",3.24629646059655,2567.70237626431,1.15432608296026,0.0344203941717112,"Alu","hg38","AluSx_range=chr9:127777978-127778290"
"37","AluSx","chr16",3414454,3414791,"SINE",1.72507910894292,2567.70237626431,1.15432608296026,0.0344203941717112,"Alu","hg38","AluSx_range=chr16:3414454-3414791"
"38","AluSx",NA,1270535,1270900,"SINE",9.59761271816008,2567.70237626431,1.15432608296026,0.0344203941717112,"Alu","hg38","AluSx_range=NA:1270535-1270900"
"39","AluSz","chr9",95686276,95686603,"SINE",9.38722347972551,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr9:95686276-95686603"
"40","AluSz","chr19",23265448,23265609,"SINE",24.2175938433816,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr19:23265448-23265609"
"41","AluSz","chr22",17110216,17110516,"SINE",5.37900086507029,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr22:17110216-17110516"
"42","AluSz",NA,102777,103150,"SINE",4.95392684886131,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=NA:102777-103150"
"43","AluSz","chr21",42295040,42295386,"SINE",29.4025141866683,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr21:42295040-42295386"
"44","AluSz","chr20",22638163,22638503,"SINE",2.64444556300493,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr20:22638163-22638503"
"45","AluSz",NA,1043854,1044183,"SINE",14.2993661628518,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=NA:1043854-1044183"
"46","AluSz","chr3",70978985,70979336,"SINE",3.15153579895655,2236.88037546697,1.46083108531809,0.00773561777245038,"Alu","hg38","AluSz_range=chr3:70978985-70979336"
"47","AluSz6","chr1",150732607,150732908,"SINE",22.8051098754609,759.448862656015,1.76776780115219,0.00115933366157405,"Alu","hg38","AluSz6_range=chr1:150732607-150732908"
"48","AluSz6","chr10",86452759,86453075,"SINE",63.7705797955013,759.448862656015,1.76776780115219,0.00115933366157405,"Alu","hg38","AluSz6_range=chr10:86452759-86453075"
"49","AluYa5","chr10",131060220,131060558,"SINE",4.83393480614228,181.175613816162,1.22664025009379,0.045699496027285,"Alu","hg38","AluYa5_range=chr10:131060220-131060558"
"50","AluYa5","chr6",169644728,169645063,"SINE",16.9948129016671,181.175613816162,1.22664025009379,0.045699496027285,"Alu","hg38","AluYa5_range=chr6:169644728-169645063"
"51","AluYa5","chr5",95492355,95492697,"SINE",125.346346402642,181.175613816162,1.22664025009379,0.045699496027285,"Alu","hg38","AluYa5_range=chr5:95492355-95492697"
"52","AluYa5","chr5",159165401,159165739,"SINE",25.0156303734501,181.175613816162,1.22664025009379,0.045699496027285,"Alu","hg38","AluYa5_range=chr5:159165401-159165739"
"53","AluYa5","chr6",6068610,6068946,"SINE",7.10748827972777,181.175613816162,1.22664025009379,0.045699496027285,"Alu","hg38","AluYa5_range=chr6:6068610-6068946"
"54","AluYa8","chr20",37368514,37368849,"SINE",15.8677820815026,9.22196005810338,1.16645197890829,0.0298976802040005,"Alu","hg38","AluYa8_range=chr20:37368514-37368849"
